week,ydstogo,yardline_100,posteam_timeouts_remaining,defteam_timeouts_remaining,score_diff,converted,down1_pct,down2_pct,down3_pct,successes,failures,prep_days,rush,dome,KICKOFF,PUNT,home,random_var,minutes_remaining
12,20,70,3,2,-15,0,59,46.8,25,4,1,7,0,0,1,0,0,-1.13770632822876,3.45
12,19,50,2,1,15,0,49.8,41.8,30.3,2,0,7,1,0,0,0,1,0.439762973677283,2.7333333333333334
12,10,95,0,2,-15,0,59,46.8,25,4,1,7,0,0,0,1,0,-0.231476877163846,2.4
12,7,70,3,3,-7,1,50.5,43,27.1,0,4,4,0,1,1,0,1,-2.14853006548613,56.05
12,8,53,3,3,1,1,48.8,41.4,24.8,2,0,4,0,1,1,0,0,0.843279359654135,51.55
12,1,9,3,3,1,1,48.8,41.4,24.8,2,0,4,0,1,1,0,0,-1.17174963098229,48.21666666666667
12,5,79,3,3,-14,0,50.5,43,27.1,0,4,4,1,1,1,0,1,-1.2110473803594901,46.5
12,7,20,2,3,14,0,48.8,41.4,24.8,2,0,4,0,1,0,0,0,1.59801911024231,45.11666666666667
12,1,77,3,2,-14,1,50.5,43,27.1,0,4,4,1,1,0,0,1,-0.824984616010484,43.63333333333333
12,2,52,3,2,-14,0,50.5,43,27.1,0,4,4,0,1,0,0,1,-0.857453022328809,40.8
12,5,24,2,3,14,0,48.8,41.4,24.8,2,0,4,0,1,0,1,0,1.47789357336369,36.083333333333336
12,2,61,3,2,-17,1,50.5,43,27.1,0,4,4,0,1,1,0,1,-0.22663336766036,33.9
12,12,43,3,2,-17,0,50.5,43,27.1,0,4,4,0,1,1,0,1,1.15609554317716,32.7
12,6,45,2,3,17,0,48.8,41.4,24.8,2,0,4,0,1,0,0,0,-0.723256477657286,30.783333333333335
12,15,89,3,2,-17,0,50.5,43,27.1,0,4,4,0,1,0,1,1,0.154716667268575,30.333333333333332
12,6,17,3,3,-17,0,50.5,43,27.1,0,4,4,1,1,1,0,1,-0.794665650772973,27.533333333333335
12,1,12,3,3,-17,1,50.5,43,27.1,0,4,4,1,1,1,0,1,-0.0219623051797679,27.433333333333334
12,2,67,3,3,9,1,48.8,41.4,24.8,2,0,4,0,1,1,0,0,-0.110912452693311,25.433333333333334
12,4,47,3,3,9,0,48.8,41.4,24.8,2,0,4,0,1,1,0,0,1.66525587418684,22.866666666666667
12,4,77,3,3,-9,0,50.5,43,27.1,0,4,4,0,1,0,1,1,-0.291850890581411,20.633333333333333
12,3,16,3,3,9,1,48.8,41.4,24.8,2,0,4,0,1,0,0,0,-0.195708186524306,18.6
12,5,55,3,3,-15,1,50.5,43,27.1,0,4,4,0,1,1,0,1,-0.316483341729393,16.883333333333333
12,1,38,3,3,-15,1,50.5,43,27.1,0,4,4,1,1,1,0,1,-1.58261201150476,15.1
12,12,36,3,3,-15,0,50.5,43,27.1,0,4,4,0,1,1,0,1,0.821077728381345,14.3
12,5,43,3,3,15,0,48.8,41.4,24.8,2,0,4,0,1,0,0,0,0.0265761171749652,12.083333333333334
12,5,10,3,3,-15,0,50.5,43,27.1,0,4,4,0,1,0,1,1,-0.847350142628801,7.5
12,1,79,3,3,15,1,48.8,41.4,24.8,2,0,4,1,1,0,0,0,0.0293939714834362,5.283333333333333
12,10,42,2,3,15,0,48.8,41.4,24.8,2,0,4,0,1,0,0,0,0.678277560421113,2.9833333333333334
12,4,70,3,2,-15,0,50.5,43,27.1,0,4,4,0,1,0,1,1,0.212834580981037,2.5166666666666666
12,1,51,3,2,-15,1,50.5,43,27.1,0,4,4,0,1,0,1,1,0.0884098113690671,1.25
12,9,58,3,3,0,0,58.2,38.6,13.2,4,2,7,1,0,1,0,1,-1.8488702165295,58.266666666666666
12,6,56,3,3,0,1,54.8,38.1,27.3,1,4,7,0,0,0,1,0,-0.371718807651614,54.38333333333333
12,11,47,3,3,0,1,54.8,38.1,27.3,1,4,7,0,0,0,1,0,-0.842465023625688,53
12,11,30,3,3,0,0,54.8,38.1,27.3,1,4,7,0,0,0,1,0,-0.6315161952435,51.583333333333336
12,11,76,3,3,-3,0,58.2,38.6,13.2,4,2,7,0,0,1,0,1,-1.08696097817596,49.833333333333336
12,10,55,3,3,3,0,54.8,38.1,27.3,1,4,7,1,0,0,1,0,-0.148648081287816,49.25
12,1,82,3,3,-3,1,58.2,38.6,13.2,4,2,7,1,0,0,1,1,0.0200141774116755,47.45
12,20,91,3,3,-3,0,58.2,38.6,13.2,4,2,7,0,0,0,1,1,0.190357648385375,45
12,1,59,3,3,3,1,54.8,38.1,27.3,1,4,7,1,0,0,1,0,0.743399174928906,42.93333333333333
12,5,33,3,3,3,1,54.8,38.1,27.3,1,4,7,0,0,1,0,0,-0.0160410549601054,34.56666666666667
12,15,30,2,3,3,0,54.8,38.1,27.3,1,4,7,0,0,1,0,0,0.707581208812201,32.55
12,9,31,1,2,-6,0,58.2,38.6,13.2,4,2,7,0,0,1,0,1,-0.645082322202499,30.516666666666666
12,8,58,1,1,6,1,54.8,38.1,27.3,1,4,7,0,0,0,0,0,0.575724095000347,30.166666666666668
12,10,84,3,3,6,1,54.8,38.1,27.3,1,4,7,0,0,1,0,0,-0.145524074625156,29.75
12,1,37,3,3,-6,1,58.2,38.6,13.2,4,2,7,0,0,0,0,1,0.334343368927799,25.783333333333335
12,1,1,2,3,-6,1,58.2,38.6,13.2,4,2,7,1,0,0,0,1,0.627110945231171,23.266666666666666
12,1,1,3,2,-1,1,54.8,38.1,27.3,1,4,7,0,0,1,0,0,0.647518320944847,19.566666666666666
12,6,47,2,3,-7,0,58.2,38.6,13.2,4,2,7,0,0,1,0,1,-0.18358122820169,18.233333333333334
12,7,36,3,2,7,0,54.8,38.1,27.3,1,4,7,0,0,0,1,0,-0.581662560422204,12.25
12,1,54,2,3,-10,0,58.2,38.6,13.2,4,2,7,0,0,1,0,1,-0.927349163623672,9.483333333333333
12,13,37,3,2,10,0,54.8,38.1,27.3,1,4,7,0,0,0,0,0,0.168390985502495,7.25
12,6,17,2,3,-10,1,58.2,38.6,13.2,4,2,7,0,0,0,0,1,-2.56604620519841,5.366666666666666
12,7,46,2,2,3,0,54.8,38.1,27.3,1,4,7,0,0,1,0,0,1.31607608736189,3.216666666666667
12,4,62,1,2,-3,1,58.2,38.6,13.2,4,2,7,0,0,0,1,1,-0.801813629152619,2.5
12,8,51,1,2,-3,1,58.2,38.6,13.2,4,2,7,0,0,0,1,1,-0.340267868325074,1.6666666666666667
12,12,39,0,2,-3,0,58.2,38.6,13.2,4,2,7,0,0,0,1,1,-1.31291663839024,0.7833333333333333
12,2,67,3,3,0,1,49.8,39,21.5,2,1,7,0,1,1,0,1,0.935933128870984,58.61666666666667
12,3,27,3,3,0,1,49.8,39,21.5,2,1,7,0,1,1,0,1,0.492210084060709,56.61666666666667
12,5,18,3,3,0,1,49.8,39,21.5,2,1,7,0,1,1,0,1,-0.872881185481492,54.63333333333333
12,21,86,3,3,-7,0,47.4,37.3,18.8,0,5,6,0,1,1,0,0,-0.788987410263671,53.75
12,6,77,3,3,7,1,49.8,39,21.5,2,1,7,0,1,0,1,1,-0.424991260272906,52.38333333333333
12,1,50,2,3,7,1,49.8,39,21.5,2,1,7,1,1,0,1,1,-0.858232965200181,50.46666666666667
12,11,22,2,3,7,0,49.8,39,21.5,2,1,7,0,1,0,1,1,-0.704698760505375,46.4
12,8,67,3,2,-7,0,47.4,37.3,18.8,0,5,6,0,1,0,0,0,-1.5499599299327,43.68333333333333
12,8,16,2,2,-14,1,47.4,37.3,18.8,0,5,6,0,1,1,0,0,-0.0433966215967026,38.733333333333334
12,1,1,2,1,-14,1,47.4,37.3,18.8,0,5,6,1,1,1,0,0,0.370502326241175,36.733333333333334
12,10,64,1,2,7,0,49.8,39,21.5,2,1,7,0,1,1,0,1,2.35616629806481,34.45
12,3,3,1,1,-7,1,47.4,37.3,18.8,0,5,6,0,1,0,1,0,0.135655149516695,30.5
12,1,41,3,3,0,1,47.4,37.3,18.8,0,5,6,1,1,1,0,0,-0.854937598596738,27.283333333333335
12,4,69,3,3,-7,0,49.8,39,21.5,2,1,7,0,1,1,0,1,0.197717827509732,22.95
12,8,58,3,3,7,0,47.4,37.3,18.8,0,5,6,0,1,0,1,0,0.00419057088073676,22.05
12,4,53,3,3,-7,1,49.8,39,21.5,2,1,7,0,1,0,1,1,0.349982836930196,19.133333333333333
12,6,16,3,3,-7,0,49.8,39,21.5,2,1,7,0,1,0,1,1,0.0207234617468628,17.266666666666666
12,6,39,3,3,4,1,47.4,37.3,18.8,0,5,6,0,1,1,0,0,-1.08706118588932,13.8
12,8,54,3,3,-11,1,49.8,39,21.5,2,1,7,0,1,1,0,1,-1.36946228734433,10.683333333333334
12,10,44,3,3,-11,0,49.8,39,21.5,2,1,7,0,1,1,0,1,-1.17082536578125,9.75
12,3,67,3,3,11,0,47.4,37.3,18.8,0,5,6,0,1,0,1,0,0.452249661269254,7.7
12,10,90,3,3,-11,0,49.8,39,21.5,2,1,7,0,1,0,1,1,-0.156916572483012,7.333333333333333
12,13,13,3,2,11,0,47.4,37.3,18.8,0,5,6,0,1,0,0,0,1.34661145383805,3.3333333333333335
12,8,57,2,3,-14,0,49.8,39,21.5,2,1,7,0,1,1,0,1,0.459619771087467,2.5833333333333335
12,8,73,3,3,0,1,50.4,40.1,26.9,1,4,7,0,0,1,0,0,-0.0400077413609998,59.43333333333333
12,8,29,3,3,0,0,50.4,40.1,26.9,1,4,7,0,0,1,0,0,-1.43625310844898,58.28333333333333
12,7,61,3,3,-7,1,52.6,44.6,22.2,2,1,7,0,0,1,0,1,0.017486125384204,53.833333333333336
12,2,2,3,3,-7,1,52.6,44.6,22.2,2,1,7,1,0,1,0,1,-0.852826872264523,49.9
12,9,41,3,3,-1,0,50.4,40.1,26.9,1,4,7,0,0,1,0,0,1.73626907121814,46.3
12,10,90,3,3,1,0,52.6,44.6,22.2,2,1,7,0,0,0,1,1,-0.0856715420105247,45.45
12,2,13,3,3,-1,1,50.4,40.1,26.9,1,4,7,0,0,0,1,0,-0.052807986725223,41.38333333333333
12,7,72,3,3,-6,0,52.6,44.6,22.2,2,1,7,0,0,1,0,1,0.841644536633595,39.11666666666667
12,1,62,3,3,6,1,50.4,40.1,26.9,1,4,7,1,0,0,1,0,0.349127124784796,37.083333333333336
12,11,31,2,3,6,0,50.4,40.1,26.9,1,4,7,0,0,0,1,0,-0.139315953585953,33.78333333333333
12,3,53,3,2,-6,0,52.6,44.6,22.2,2,1,7,1,0,0,0,1,1.18565418054163,32.46666666666667
12,4,69,2,1,-13,0,52.6,44.6,22.2,2,1,7,0,0,1,0,1,0.120908040420454,30.816666666666666
12,5,47,1,1,-13,1,52.6,44.6,22.2,2,1,7,1,0,0,0,1,-0.895075579162188,30.133333333333333
12,7,72,3,3,-13,0,52.6,44.6,22.2,2,1,7,0,0,1,0,1,0.344829192266603,29.416666666666668
12,37,89,3,3,-13,0,52.6,44.6,22.2,2,1,7,0,0,1,0,1,-0.385622695604663,27.083333333333332
12,5,6,3,3,13,0,50.4,40.1,26.9,1,4,7,0,0,0,1,0,-0.547351460741685,22.65
12,6,38,3,3,-16,0,52.6,44.6,22.2,2,1,7,0,0,1,0,1,-0.882021361323561,20.2
12,5,35,3,3,16,1,50.4,40.1,26.9,1,4,7,0,0,0,0,0,-1.17691379592419,17.816666666666666
12,5,23,3,3,16,1,50.4,40.1,26.9,1,4,7,0,0,0,0,0,1.48457843539312,15.683333333333334
12,3,3,2,3,16,1,50.4,40.1,26.9,1,4,7,0,0,0,0,0,-0.532361104097917,12.75
12,14,79,3,2,-23,0,52.6,44.6,22.2,2,1,7,0,0,1,0,1,-0.755363696713907,12.083333333333334
12,5,33,2,3,23,0,50.4,40.1,26.9,1,4,7,0,0,0,1,0,0.68077519503846,9.95
12,3,68,3,1,-29,1,52.6,44.6,22.2,2,1,7,0,0,1,0,1,-0.187908759203356,7.783333333333333
12,4,26,3,1,-29,0,52.6,44.6,22.2,2,1,7,0,0,1,0,1,0.854694288851638,6.983333333333333
12,1,11,3,1,-29,1,52.6,44.6,22.2,2,1,7,1,0,1,0,1,1.72282321439872,5.683333333333334
12,9,46,1,3,23,0,50.4,40.1,26.9,1,4,7,1,0,1,0,0,-0.496782822419523,3.716666666666667
12,19,79,3,1,-23,0,52.6,44.6,22.2,2,1,7,0,0,0,1,1,1.41494016434551,2.1
12,1,58,3,1,-23,1,52.6,44.6,22.2,2,1,7,0,0,0,1,1,0.407010572635674,1.05
12,7,29,3,1,-23,0,52.6,44.6,22.2,2,1,7,0,0,0,1,1,1.37902650619277,0.15
12,12,64,3,3,0,0,45,34.4,22,0,5,5,0,0,1,0,1,0.834238967690285,57.766666666666666
12,8,72,3,3,0,1,53.6,34.7,13.3,5,2,5,0,0,0,1,0,1.92954105929854,55.86666666666667
12,2,29,2,3,0,1,53.6,34.7,13.3,5,2,5,0,0,0,1,0,-0.301998375826926,54.516666666666666
12,3,5,2,3,0,0,53.6,34.7,13.3,5,2,5,1,0,0,1,0,0.0839475026014172,52.4
12,10,95,3,2,0,0,45,34.4,22,0,5,5,0,0,0,0,1,1.22444236205779,50.81666666666667
12,1,20,2,3,0,0,53.6,34.7,13.3,5,2,5,0,0,0,1,0,0.827055004922482,46.55
12,15,80,3,2,-3,0,45,34.4,22,0,5,5,0,0,1,0,1,-1.77334240340115,45
12,5,55,2,3,3,1,53.6,34.7,13.3,5,2,5,0,0,0,1,0,0.555699452119521,42.916666666666664
12,5,39,2,3,3,1,53.6,34.7,13.3,5,2,5,0,0,0,1,0,-1.28765168943408,41.75
12,6,28,1,3,3,1,53.6,34.7,13.3,5,2,5,0,0,0,1,0,0.864751703102043,39.63333333333333
12,3,57,3,1,-10,0,45,34.4,22,0,5,5,0,0,1,0,1,0.561231024718462,36.95
12,15,68,1,3,10,0,53.6,34.7,13.3,5,2,5,0,0,0,1,0,-1.15347638923474,33.31666666666667
12,1,69,3,1,-10,0,45,34.4,22,0,5,5,0,0,0,1,1,0.417981418983397,31.316666666666666
12,1,55,0,2,4,0,53.6,34.7,13.3,5,2,5,0,0,1,0,0,-0.292342132396601,30.15
12,3,68,3,3,11,1,53.6,34.7,13.3,5,2,5,0,0,1,0,0,0.968674884371064,28.7
12,4,30,3,3,11,0,53.6,34.7,13.3,5,2,5,0,0,1,0,0,-0.390668824878261,27.116666666666667
12,15,78,3,3,-14,0,45,34.4,22,0,5,5,0,0,1,0,1,-0.241688531978414,24.8
12,3,85,3,3,14,1,53.6,34.7,13.3,5,2,5,0,0,0,1,0,1.19947660166115,22.616666666666667
12,3,73,3,3,14,1,53.6,34.7,13.3,5,2,5,0,0,0,1,0,-0.302834116701444,21.266666666666666
12,2,53,3,3,14,1,53.6,34.7,13.3,5,2,5,1,0,0,1,0,1.20964563275408,19.283333333333335
12,3,28,3,3,14,1,53.6,34.7,13.3,5,2,5,0,0,0,1,0,-1.18185170060728,15.5
12,3,55,3,3,-21,0,45,34.4,22,0,5,5,0,0,1,0,1,1.16458045557278,13.416666666666666
12,15,56,3,3,-21,0,45,34.4,22,0,5,5,0,0,1,0,1,-0.110413407089692,11.866666666666667
12,1,26,3,3,-21,1,45,34.4,22,0,5,5,1,0,1,0,1,0.626130907786209,10.633333333333333
12,4,18,3,3,-21,1,45,34.4,22,0,5,5,0,0,1,0,1,-0.300754104713708,9.15
12,2,27,3,3,-21,1,45,34.4,22,0,5,5,0,0,0,0,1,0.739964076252552,5.8
12,5,41,3,1,14,1,53.6,34.7,13.3,5,2,5,1,0,1,0,0,-1.25562294687215,4.433333333333334
12,10,75,1,3,-21,1,45,34.4,22,0,5,5,0,0,1,0,1,1.83118345445147,2.5833333333333335
12,6,60,1,3,-21,1,45,34.4,22,0,5,5,0,0,1,0,1,0.17472742361528,2.0166666666666666
12,3,46,1,3,-21,0,45,34.4,22,0,5,5,0,0,1,0,1,0.0528985004599497,1.3333333333333333
12,7,71,3,3,0,0,45.2,40.8,20.2,2,1,14,0,0,0,0,0,1.59476673847853,55.983333333333334
12,17,61,3,3,0,0,45.6,51.6,31.7,3,0,7,0,0,0,1,1,-0.0168027735030044,54.4
12,4,55,3,3,0,1,45.2,40.8,20.2,2,1,14,0,0,0,1,0,-0.552463183928888,52.733333333333334
12,7,37,3,3,0,0,45.2,40.8,20.2,2,1,14,0,0,0,1,0,-0.35088836949441,50.13333333333333
12,2,74,3,3,0,0,45.6,51.6,31.7,3,0,7,0,0,0,1,1,-0.519133063026503,47.25
12,7,35,3,3,0,0,45.6,51.6,31.7,3,0,7,0,0,0,0,1,0.861486056510311,44.28333333333333
12,9,90,2,3,0,0,45.2,40.8,20.2,2,1,14,1,0,0,1,0,0.712924592526279,43.333333333333336
12,10,58,3,2,0,0,45.6,51.6,31.7,3,0,7,1,0,0,1,1,-0.0805526910017395,41.8
12,5,64,2,3,0,1,45.2,40.8,20.2,2,1,14,0,0,0,1,0,-1.74508419466826,38.483333333333334
12,15,46,2,3,0,1,45.2,40.8,20.2,2,1,14,0,0,0,1,0,-1.58299194236215,35.93333333333333
12,4,23,2,3,0,0,45.2,40.8,20.2,2,1,14,0,0,0,1,0,-2.11852875963524,34.65
12,8,24,3,2,0,1,45.6,51.6,31.7,3,0,7,0,0,0,0,1,-0.200170716104133,33.63333333333333
12,10,12,3,2,0,1,45.6,51.6,31.7,3,0,7,0,0,0,0,1,0.871337930883032,32
12,7,77,1,2,-7,0,45.2,40.8,20.2,2,1,14,0,0,1,0,0,1.31514116815914,31.616666666666667
12,3,59,1,1,7,0,45.6,51.6,31.7,3,0,7,0,0,0,1,1,0.0489428357286058,30.8
12,13,50,3,3,-7,0,45.2,40.8,20.2,2,1,14,0,0,1,0,0,1.71416692946768,28.166666666666668
12,6,31,3,3,-7,1,45.2,40.8,20.2,2,1,14,0,0,1,0,0,-0.244898287246418,25.233333333333334
12,16,81,3,3,0,1,45.6,51.6,31.7,3,0,7,0,0,1,0,1,-2.0616425298527,21.666666666666668
12,20,50,3,3,0,0,45.6,51.6,31.7,3,0,7,0,0,1,0,1,0.940501802519623,19.233333333333334
12,8,68,3,3,0,0,45.2,40.8,20.2,2,1,14,0,0,0,1,0,1.34762494320457,16.566666666666666
12,17,88,3,2,0,0,45.6,51.6,31.7,3,0,7,0,0,0,1,1,-0.960312256394588,14.85
12,1,23,3,2,0,1,45.6,51.6,31.7,3,0,7,1,0,0,0,1,0.255851606488418,11.216666666666667
12,15,22,3,2,0,0,45.6,51.6,31.7,3,0,7,0,0,0,0,1,-0.816514456174279,8.883333333333333
12,11,65,2,3,-3,0,45.2,40.8,20.2,2,1,14,0,0,1,0,0,-0.728219047350892,6.25
12,2,70,3,2,3,0,45.6,51.6,31.7,3,0,7,0,0,0,1,1,0.783226469033943,4.066666666666666
12,4,44,2,3,-3,0,45.2,40.8,20.2,2,1,14,0,0,0,1,0,-0.209980734386725,2.0166666666666666
12,8,20,2,3,-3,0,45.2,40.8,20.2,2,1,14,1,0,0,1,0,-0.413265738949417,0.5166666666666667
12,8,73,3,3,0,0,52.7,40.9,17.9,2,1,14,0,0,1,0,0,-0.395223175008107,58.96666666666667
12,5,60,3,3,0,0,56.9,42.2,25.4,2,1,14,0,0,0,1,1,-0.752981767437459,57.38333333333333
12,5,18,3,3,0,1,52.7,40.9,17.9,2,1,14,1,0,0,1,0,0.945172071547541,54.56666666666667
12,7,7,3,3,0,0,52.7,40.9,17.9,2,1,14,0,0,0,1,0,0.239227712004625,53.28333333333333
12,7,36,3,3,-3,0,56.9,42.2,25.4,2,1,14,1,0,1,0,1,0.587912498227038,50.766666666666666
12,3,12,3,3,3,0,52.7,40.9,17.9,2,1,14,0,0,0,0,0,0.926934170151191,46.983333333333334
12,7,34,3,3,-4,0,52.7,40.9,17.9,2,1,14,0,0,1,0,0,-0.839453257339305,44.4
12,10,41,3,3,1,1,56.9,42.2,25.4,2,1,14,0,0,1,0,1,2.6881673578906,41.1
12,3,68,3,3,-8,1,52.7,40.9,17.9,2,1,14,0,0,1,0,0,-0.432234699461125,38.21666666666667
12,11,49,3,3,-8,1,52.7,40.9,17.9,2,1,14,0,0,1,0,0,1.06050550464752,35.68333333333333
12,9,23,3,3,-8,0,52.7,40.9,17.9,2,1,14,0,0,1,0,0,1.13247981501138,34.03333333333333
12,4,44,3,2,5,1,56.9,42.2,25.4,2,1,14,1,0,1,0,1,0.766324051897357,31.5
12,8,31,3,1,5,1,56.9,42.2,25.4,2,1,14,1,0,1,0,1,0.894258601108463,31.266666666666666
12,8,44,3,3,5,0,56.9,42.2,25.4,2,1,14,0,0,1,0,1,-0.31209649059995,26.85
12,3,85,3,3,-5,1,52.7,40.9,17.9,2,1,14,1,0,0,1,0,0.692472835907218,25.583333333333332
12,7,66,3,3,-5,1,52.7,40.9,17.9,2,1,14,0,0,0,1,0,-0.936961463023254,24.066666666666666
12,14,19,3,3,-5,0,52.7,40.9,17.9,2,1,14,0,0,0,1,0,-0.509788128593565,19.166666666666668
12,6,55,3,3,2,1,56.9,42.2,25.4,2,1,14,0,0,0,0,1,-1.59545662127926,10.766666666666667
12,6,21,3,2,-9,0,52.7,40.9,17.9,2,1,14,0,0,1,0,0,1.09468920542942,6.85
12,8,23,2,2,6,0,56.9,42.2,25.4,2,1,14,1,0,1,0,1,0.342696147954291,1.9333333333333333
12,10,75,1,2,-9,1,52.7,40.9,17.9,2,1,14,0,0,1,0,0,0.549151976685668,1.6333333333333333
12,3,35,1,2,-9,0,52.7,40.9,17.9,2,1,14,0,0,1,0,0,0.352938746046374,0.55
12,12,53,3,3,0,0,49.8,48.1,19.4,1,1,7,0,0,1,0,0,0.277434752309173,58.016666666666666
12,7,77,3,3,0,0,42.7,29.5,15.2,2,0,10,0,0,0,1,1,0.448973180180291,56.36666666666667
12,1,62,3,3,0,1,49.8,48.1,19.4,1,1,7,0,0,0,1,0,0.169653172859317,54.266666666666666
12,13,62,3,3,0,1,49.8,48.1,19.4,1,1,7,0,0,0,1,0,0.796556383720075,52.13333333333333
12,2,15,3,3,0,0,49.8,48.1,19.4,1,1,7,1,0,0,1,0,-0.83058954947819,49.75
12,10,50,3,3,0,0,42.7,29.5,15.2,2,0,10,0,0,0,0,1,-2.09763222294097,47.53333333333333
12,3,62,3,3,0,1,49.8,48.1,19.4,1,1,7,0,0,0,1,0,-1.12741606759366,44.35
12,10,23,3,3,0,0,49.8,48.1,19.4,1,1,7,0,0,0,1,0,-1.1159879824675,42.78333333333333
12,4,59,3,3,-4,0,49.8,48.1,19.4,1,1,7,0,0,1,0,0,-0.35655004241186,38.45
12,5,75,3,3,4,0,42.7,29.5,15.2,2,0,10,0,0,0,1,1,-0.604520572918098,37.13333333333333
12,10,42,3,3,-4,0,49.8,48.1,19.4,1,1,7,0,0,0,1,0,1.5524361385935,33.833333333333336
12,5,43,3,2,4,0,42.7,29.5,15.2,2,0,10,0,0,0,1,1,-0.716045399450443,31.833333333333332
12,17,56,1,3,-4,0,49.8,48.1,19.4,1,1,7,1,0,0,1,0,-0.244095007911402,30.666666666666668
12,9,74,3,3,4,1,42.7,29.5,15.2,2,0,10,0,0,1,0,1,1.51322542615574,29.183333333333334
12,3,51,3,3,4,1,42.7,29.5,15.2,2,0,10,0,0,1,0,1,0.946010413287309,27.333333333333332
12,7,18,3,3,4,0,42.7,29.5,15.2,2,0,10,0,0,1,0,1,0.49480370041109,24.5
12,5,59,3,3,-4,1,49.8,48.1,19.4,1,1,7,0,0,0,0,0,0.378810939659286,23.116666666666667
12,4,48,3,3,-4,1,49.8,48.1,19.4,1,1,7,0,0,0,0,0,-0.0201185890765369,21.133333333333333
12,6,25,3,2,-4,1,49.8,48.1,19.4,1,1,7,0,0,0,0,0,0.00996529383926121,18.433333333333334
12,12,67,2,3,-3,0,42.7,29.5,15.2,2,0,10,0,0,1,0,1,-0.3789655524964,13.9
12,9,77,3,2,3,1,49.8,48.1,19.4,1,1,7,0,0,0,1,0,-0.667026044373916,12.566666666666666
12,8,63,3,2,3,1,49.8,48.1,19.4,1,1,7,0,0,0,1,0,1.85192235959677,10.016666666666667
12,6,16,3,2,3,0,49.8,48.1,19.4,1,1,7,0,0,0,1,0,-1.17910907093198,8.2
12,3,68,2,3,-6,0,42.7,29.5,15.2,2,0,10,0,0,1,0,1,0.349023779672304,6.7
12,11,22,3,0,6,0,49.8,48.1,19.4,1,1,7,0,0,0,1,0,0.558799029407905,3.683333333333333
12,2,28,0,2,-9,0,42.7,29.5,15.2,2,0,10,0,0,1,0,1,2.22755858198654,2.2
12,1,48,3,3,0,1,53.4,50.8,34.9,2,1,4,1,0,1,0,0,1.29020890458617,58.36666666666667
12,9,32,3,3,-7,0,47.4,42.4,12.3,1,3,4,0,0,1,0,1,2.32193397416058,54.266666666666666
12,14,34,2,3,4,0,53.4,50.8,34.9,2,1,4,0,0,1,0,0,-0.344046261787894,50.766666666666666
12,16,99,3,2,-4,0,47.4,42.4,12.3,1,3,4,0,0,0,1,1,-1.94231407446963,48.766666666666666
12,7,26,2,3,4,1,53.4,50.8,34.9,2,1,4,0,0,0,1,0,0.768273809305054,46.6
12,11,43,2,3,11,0,53.4,50.8,34.9,2,1,4,0,0,0,0,0,-0.408720291352894,41.166666666666664
12,10,98,3,2,-11,0,47.4,42.4,12.3,1,3,4,0,0,0,1,1,-0.431443737027572,39.983333333333334
12,9,35,2,3,11,1,53.4,50.8,34.9,2,1,4,0,0,0,1,0,0.536436715779194,37.583333333333336
12,6,20,2,3,11,1,53.4,50.8,34.9,2,1,4,0,0,0,1,0,-0.178190878632932,36.016666666666666
12,10,72,3,2,-18,0,47.4,42.4,12.3,1,3,4,0,0,1,0,1,-0.574710009656895,33.96666666666667
12,15,80,2,3,18,0,53.4,50.8,34.9,2,1,4,1,0,0,1,0,-0.356004751549739,32.266666666666666
12,4,16,2,2,18,0,53.4,50.8,34.9,2,1,4,0,0,0,0,0,-1.12415099220098,30.85
12,4,35,3,3,-21,0,47.4,42.4,12.3,1,3,4,0,0,1,0,1,0.403528215180608,27.666666666666668
12,6,71,3,3,14,0,53.4,50.8,34.9,2,1,4,0,0,1,0,0,1.4379298355278,24.933333333333334
12,9,89,3,3,-14,1,47.4,42.4,12.3,1,3,4,0,0,0,1,1,0.123296358292576,24.25
12,7,7,3,3,-14,0,47.4,42.4,12.3,1,3,4,0,0,0,1,1,-0.237145396253946,19.016666666666666
12,11,45,3,3,11,0,53.4,50.8,34.9,2,1,4,0,0,1,0,0,-2.40349490988469,15.566666666666666
12,8,69,3,3,-11,0,47.4,42.4,12.3,1,3,4,0,0,0,1,1,0.525253814980072,12.166666666666666
12,16,69,3,3,-18,1,47.4,42.4,12.3,1,3,4,0,0,1,0,1,0.319075258256054,6.733333333333333
12,1,34,3,3,-18,1,47.4,42.4,12.3,1,3,4,1,0,1,0,1,-0.552034313356224,5.266666666666667
12,1,21,3,3,-18,0,47.4,42.4,12.3,1,3,4,1,0,1,0,1,-0.730773170841143,4.75
12,3,57,3,3,18,1,53.4,50.8,34.9,2,1,4,0,0,0,0,0,-1.00534188316336,2
12,1,66,3,3,0,1,50,38.3,19.1,3,0,7,0,0,1,0,0,-0.907867482539971,58.666666666666664
12,3,24,3,3,0,1,50,38.3,19.1,3,0,7,0,0,1,0,0,0.58648853665033,55.733333333333334
12,10,20,3,3,0,1,50,38.3,19.1,3,0,7,0,0,1,0,0,1.84559445511217,54.95
12,3,3,3,3,0,0,50,38.3,19.1,3,0,7,0,0,1,0,0,-0.515495330393949,52.6
12,10,19,3,3,-3,0,58.5,36.7,26.4,1,3,14,0,0,1,0,1,0.628644472957807,48.733333333333334
12,12,77,3,3,-7,0,50,38.3,19.1,3,0,7,0,0,1,0,0,-0.206616902121453,44.916666666666664
12,10,62,3,3,7,0,58.5,36.7,26.4,1,3,14,0,0,0,1,1,0.864658012715414,43.7
